transaction_id,name,street,type,postal_district,subzone,planning_area,date_of_sale,area_sqft,floor_level,price
36171292,fyve derbyshire,derbyshire road,apartment,11,moulmein,novena,sep-19,797,06 to 10,1841000
95705082,jadescape,shunfu road,condominium,0,upper thomson,bishan,jan-20,1647,06 to 10,2700000
46872553,vue 8 residence,pasir ris heights,condominium,18,pasir ris west,pasir ris,feb-17,2239,16 to 20,1900000
34290393,parc botannia,fernvale street,condominium,28,fernvale,sengkang,aug-18,1249,01 to 05,1510180
68952166,hazel park condominium,hazel park terrace,condominium,23,jelebu,bukit panjang,nov-17,1356,01 to 05,1300000
12655918,kopar at newton,makeway avenue,apartment,9,moulmein,novena,apr-20,-1,06 to 10,1394000
39006005,amber skye,amber road,apartment,15,marine parade,marine parade,jul-21,4112,16 to 20,6527000
43840489,d'leedon,leedon heights,condominium,10,farrer court,bukit timah,feb-21,1744,31 to 35,3100000
27307436,the parc condominium,west coast walk,condominium,5,clementi central,clementi,apr-18,2196,21 to 25,2100000
86840850,parc central residences,tampines street 86,executive condominium,18,tampines west,tampines,jan-21,1270,11 to 15,1492000
98876771,west bay condominium,west coast crescent,condominium,5,clementi west,clementi,jul-19,1442,01 to 05,1190000
18698846,parc botannia,fernvale street,condominium,28,fernvale,sengkang,mar-18,506,11 to 15,667000
97031466,the sea view,amber road,condominium,15,marine parade,marine parade,apr-17,1647,16 to 20,2630000
58733485,v on shenton,shenton way,apartment,1,cecil,downtown core,may-19,883,51 to 55,2130000
98698807,viva,suffolk walk,condominium,11,moulmein,novena,aug-18,1528,16 to 20,3438000
50182641,east galleria,sea avenue,apartment,15,katong,marine parade,jan-19,1152,01 to 05,1600000
10178208,parc komo,upper changi road north,apartment,0,flora drive,pasir ris,jul-21,764,01 to 05,1182060
60693430,one shenton,shenton way,apartment,0,cecil,downtown core,jan-18,1076,11 to 15,1680000
75641118,the vales,anchorvale crescent,executive condominium,19,anchorvale,sengkang,mar-17,764,01 to 05,638000
70363421,sky everton,everton road,apartment,2,everton park,bukit merah,aug-19,657,26 to 30,1870000
35537666,penrose,sims drive,apartment,14,aljunied,geylang,mar-21,1055,06 to 10,1775000
36631546,eight riversuites,whampoa east,condominium,12,bendemeer,kallang,nov-19,807,21 to 25,1190000
83560445,treasure at tampines,tampines lane,condominium,18,tampines east,tampines,may-21,947,06 to 10,1330000
50542154,avenue south residence,silat avenue,apartment,3,kampong tiong bahru,bukit merah,sep-19,732,06 to 10,1346000
11472583,the glades,bedok rise,condominium,16,bedok south,bedok,feb-17,624,01 to 05,947200
54716782,sims urban oasis,sims drive,condominium,14,aljunied,geylang,apr-17,818,16 to 20,1209000
40498447,amber 45,amber road,apartment,15,marine parade,marine parade,dec-20,1130,06 to 10,2526000
89396938,central meadows,lorong 34 geylang,apartment,14,aljunied,geylang,jul-18,1001,06 to 10,990000
92019623,parc riviera,west coast vale,condominium,5,west coast,clementi,feb-17,990,16 to 20,1169000
86506578,latitude,jalan mutiara,condominium,10,chatsworth,tanglin,jun-18,1324,11 to 15,2870000
53778969,piermont grand,sumang walk,executive condominium,19,punggol town centre,punggol,jul-19,990,01 to 05,1096800
79015685,jadescape,shunfu road,condominium,20,upper thomson,bishan,mar-19,904,16 to 20,1605400
79323505,changi court,upper changi road east,condominium,16,xilin,tampines,mar-18,1389,01 to 05,1390000
32403077,the quayside,robertson quay,apartment,9,robertson quay,singapore river,dec-19,1647,01 to 05,2300000
59112347,mooi residences,holland road,apartment,10,leedon park,bukit timah,sep-21,883,01 to 05,2248000
71066656,piermont grand,sumang walk,executive condominium,19,punggol town centre,punggol,jun-21,872,01 to 05,1078100
75116774,the esta,amber gardens,condominium,15,marine parade,marine parade,jan-21,1410,06 to 10,2500000
21837630,sophia hills,mount sophia,condominium,9,mount emily,rochor,oct-21,710,01 to 05,1390000
63792558,boon teck tower,boon teck road,condominium,12,balestier,novena,sep-18,1658,16 to 20,1830000
11649102,parc esta,sims avenue,apartment,14,geylang east,geylang,nov-18,420,01 to 05,712000
78745951,the nassim,nassim hill,condominium,10,nassim,tanglin,jul-19,5425,01 to 05,14797000
26976595,vista residences,jalan datoh,condominium,12,balestier,novena,oct-18,1195,01 to 05,1650000
78774689,the m,middle road,apartment,7,bugis,downtown core,feb-20,592,06 to 10,1408400
33471838,the interlace,depot road,condominium,4,depot road,bukit merah,dec-17,1302,01 to 05,1350000
23354254,stirling residences,stirling road,apartment,3,mei chin,queenstown,mar-20,980,31 to 35,1875000
17006048,daintree residence,toh tuck road,condominium,21,anak bukit,bukit timah,oct-20,-1,01 to 05,1852220
49998988,eight riversuites,whampoa east,condominium,12,bendemeer,kallang,jul-21,1195,21 to 25,1728000
34910900,suites at orchard,handy road,apartment,9,dhoby ghaut,museum,jan-21,807,01 to 05,1218000
39907816,ola,anchorvale crescent,executive condominium,19,anchorvale,sengkang,sep-21,1389,01 to 05,1603000
52335225,penrose,sims drive,apartment,14,aljunied,geylang,apr-21,1055,11 to 15,1805000
18419363,parc canberra,canberra walk,executive condominium,27,sembawang east,sembawang,feb-20,1152,01 to 05,1245000
93485584,avenue south residence,silat avenue,apartment,3,kampong tiong bahru,bukit merah,nov-21,947,41 to 45,2113000
77320490,high park residences,fernvale road,apartment,28,fernvale,sengkang,feb-18,1109,21 to 25,1250000
75040332,the trilinq,jalan lempeng,condominium,5,faber,clementi,jun-17,1518,26 to 30,1879000
26528877X,the bayshore,bayshore road,condominium,16,bayshore,bedok,jul-18,1238,21 to 25,1250000
47371228X,the antares,mattar road,apartment,14,macpherson,geylang,feb-21,657,06 to 10,1209232
77780130,deng fu ville,kampong eunos,apartment,14,kembangan,bedok,dec-21,1012,01 to 05,1235000
64612496,arc at tampines,tampines avenue 8,executive condominium,18,tampines west,tampines,apr-21,1076,06 to 10,1000000
68350022,the visionaire,canberra drive,executive condominium,27,sembawang springs,sembawang,may-17,1206,06 to 10,888000
68546100,the poiz residences,meyappa chettiar road,apartment,13,potong pasir,toa payoh,oct-17,1206,11 to 15,1694350
45446527,artra,alexandra view,apartment,3,redhill,bukit merah,feb-18,1044,26 to 30,1870100
27813294,stirling residences,stirling road,apartment,3,mei chin,queenstown,jul-19,786,26 to 30,1461000
70837520,hilltops,cairnhill circle,condominium,0,cairnhill,newton,jul-21,2379,01 to 05,7990000
30190952,martin modern,martin place,condominium,9,institution hill,river valley,mar-18,764,06 to 10,2151660
84225420,twin waterfalls,punggol walk,executive condominium,19,matilda,punggol,apr-21,1119,06 to 10,1060000
31350922,the sea view,amber road,condominium,0,marine parade,marine parade,nov-20,1410,16 to 20,2618000
28797415,the m,middle road,apartment,0,bugis,downtown core,nov-21,527,16 to 20,1433800
94132707,terrasse,terrasse lane,condominium,19,kovan,hougang,dec-19,1130,01 to 05,1280000
98506814,marina one residences,marina way,apartment,1,central subzone,downtown core,dec-19,732,11 to 15,1652676
50582913,gramercy park,grange road,condominium,10,chatsworth,tanglin,apr-18,2174,16 to 20,6797800
74013000,ola,anchorvale crescent,executive condominium,19,anchorvale,sengkang,jul-21,1001,01 to 05,1243500
51541443,twin vew,west coast vale,apartment,5,west coast,clementi,nov-21,1141,11 to 15,1720000
44666950,the sterling,bukit timah road,condominium,21,holland road,bukit timah,apr-18,1292,06 to 10,2200000
41649422,normanton park,normanton park,apartment,5,kent ridge,queenstown,jan-21,570,11 to 15,1024205
84178164,double bay residences,simei street 4,condominium,18,simei,tampines,may-19,936,01 to 05,880000
59763500,the venue residences,tai thong crescent,apartment,13,sennett,toa payoh,jun-17,1238,01 to 05,1669165
20132271,the florence residences,hougang avenue 2,apartment,19,kovan,hougang,jul-21,484,11 to 15,867000
81231343,new futura,leonie hill road,condominium,9,leonie hill,river valley,jan-18,1367,06 to 10,4280000
24091145,the antares,mattar road,apartment,14,macpherson,geylang,jul-21,667,11 to 15,1272000
27951349,sims urban oasis,sims drive,condominium,14,aljunied,geylang,apr-17,990,06 to 10,1417000
11625276,elias green,elias green,condominium,18,pasir ris central,pasir ris,jul-19,1518,06 to 10,1089000
17205987,the woodleigh residences,bidadari park drive,apartment,13,bidadari,toa payoh,may-19,570,01 to 05,998000
48341045,the glades,bedok rise,condominium,16,bedok south,bedok,aug-18,700,01 to 05,935000
34108490,parc life,sembawang crescent,executive condominium,27,sembawang central,sembawang,apr-18,1001,01 to 05,846000
58157877,m21,mandalay road,apartment,0,balestier,novena,jul-18,1755,06 to 10,2522000
39265987,margaret ville,margaret drive,apartment,3,margaret drive,queenstown,jun-20,1184,01 to 05,1991654
77594642,watercolours,pasir ris link,executive condominium,18,pasir ris park,pasir ris,aug-21,1281,01 to 05,1200000
61972745,tre residences,geylang east avenue 1,condominium,14,aljunied,geylang,may-17,947,06 to 10,1268000
41614412,gem residences,lorong 5 toa payoh,condominium,12,boon teck,toa payoh,feb-18,1249,01 to 05,1760000
90223757,parc canberra,canberra walk,executive condominium,27,sembawang east,sembawang,mar-20,1152,06 to 10,1302000
52714060,the inflora,flora drive,condominium,17,flora drive,pasir ris,jun-21,463,01 to 05,545000
27026166,the arte,jalan raja udang,condominium,12,balestier,novena,jul-20,1528,06 to 10,1990000
96367092,the miltonia residences,miltonia close,condominium,27,lower seletar,yishun,oct-21,1528,01 to 05,1380000
39977858,international plaza,anson road,apartment,2,tanjong pagar,downtown core,aug-21,1033,36 to 40,1180000
94419522,seaside residences,siglap link,apartment,15,siglap,bedok,apr-17,1087,11 to 15,1774000
85112280,belmond green,balmoral road,condominium,10,nassim,tanglin,sep-17,1055,11 to 15,1850000
27919083,marine blue,marine parade road,condominium,15,marine parade,marine parade,aug-17,1270,11 to 15,1639800
61809058,kingsford waterbay,upper serangoon view,apartment,19,kangkar,hougang,oct-17,689,01 to 05,969033
94309076,piermont grand,sumang walk,executive condominium,19,punggol town centre,punggol,jan-20,969,06 to 10,1062100
29147132,park place residences at plq,paya lebar road,apartment,14,geylang east,geylang,apr-18,667,06 to 10,1280000
80328430,parc canberra,canberra walk,executive condominium,27,sembawang east,sembawang,feb-20,1152,01 to 05,1283000
35603101,r66 apartments,rangoon road,apartment,8,kampong java,kallang,nov-21,1249,01 to 05,1518000
22491452,the commodore,canberra drive,condominium,27,sembawang springs,sembawang,nov-21,1432,01 to 05,2099000
82946582,reflections at keppel bay,keppel bay view,condominium,4,maritime square,bukit merah,aug-19,1690,06 to 10,3187200
65278244,sophia hills,mount sophia,condominium,9,mount emily,rochor,dec-17,700,01 to 05,1369000
86322086,bliss residences,jalan masjid,apartment,14,kembangan,bedok,feb-17,840,01 to 05,915000
80987454,symphony suites,yishun close,condominium,27,yishun east,yishun,mar-17,915,01 to 05,917000
93160982,bedok residences,bedok north drive,apartment,16,bedok north,bedok,sep-17,603,11 to 15,935000
57739640,the landmark,chin swee road,condominium,3,pearl's hill,outram,nov-20,678,11 to 15,1548000
24852814,meier suites,margate road,condominium,15,mountbatten,marine parade,oct-17,2207,11 to 15,3450000
79662775,marina one residences,marina way,apartment,1,central subzone,downtown core,feb-20,1033,21 to 25,2379000
96012234,the commodore,canberra drive,condominium,27,sembawang springs,sembawang,nov-21,624,01 to 05,992000
96934308,stirling residences,stirling road,apartment,3,mei chin,queenstown,jul-18,893,11 to 15,1550000
14892095,riverfront residences,hougang avenue 7,apartment,19,kangkar,hougang,apr-21,915,11 to 15,1275000
91598134,midtown modern,tan quee lan street,apartment,7,bugis,downtown core,mar-21,409,01 to 05,1287000
99962318,the woodleigh residences,bidadari park drive,apartment,13,bidadari,toa payoh,apr-21,646,01 to 05,1479000
74252666,one pearl bank,pearl bank,apartment,3,pearl's hill,outram,jul-19,560,26 to 30,1496000
71209531,the rivervale,rivervale link,executive condominium,19,rivervale,sengkang,aug-21,1302,01 to 05,970000
92334788,the quayside,robertson quay,apartment,9,robertson quay,singapore river,sep-18,1389,01 to 05,1944600
17941449,38 jervois,jervois road,apartment,10,chatsworth,tanglin,jun-18,474,01 to 05,1143901
44550627,treasure at tampines,tampines lane,condominium,18,tampines east,tampines,mar-19,581,06 to 10,821000
17437738,canninghill piers,clarke quay,apartment,0,clarke quay,singapore river,nov-21,818,31 to 35,2370000
45505581,queens,stirling road,condominium,3,mei chin,queenstown,mar-18,1195,01 to 05,1450000
38263645,whistler grand,west coast vale,apartment,5,west coast,clementi,oct-20,1442,16 to 20,1984000
64002304,the lakefront residences,lakeside drive,condominium,22,taman jurong,jurong west,mar-17,1399,11 to 15,1740000
25598791,lilydale,yishun avenue 6,executive condominium,27,yishun east,yishun,apr-21,1206,11 to 15,836888
34492835,d'leedon,leedon heights,condominium,10,farrer court,bukit timah,sep-19,-1,06 to 10,1880000
48015413,bullion park,lentor loop,condominium,26,tagore,ang mo kio,jan-18,807,01 to 05,860000
85203728,beauty world centre,upper bukit timah road,apartment,21,anak bukit,bukit timah,jul-18,1873,06 to 10,1550000
52198668,orchard towers,claymore drive,apartment,9,boulevard,orchard,feb-21,1970,11 to 15,2550000
98907827,treasure at tampines,tampines lane,condominium,18,tampines east,tampines,jun-20,678,06 to 10,917000
21388043,watertown,punggol central,apartment,0,punggol town centre,punggol,sep-19,581,01 to 05,740000
22036622,parc oasis,jurong east avenue 1,condominium,22,yuhua west,jurong east,jan-18,1378,11 to 15,1250000
16321251,sengkang grand residences,compassvale bow,apartment,19,compassvale,sengkang,apr-21,1012,11 to 15,1810400
92633104,treasure at tampines,tampines lane,condominium,18,tampines east,tampines,mar-19,1690,01 to 05,1996000
86316951,dakota residences,dakota crescent,condominium,14,aljunied,geylang,aug-19,1830,06 to 10,2880000
76994105,parc mondrian,woodleigh close,apartment,13,woodleigh,toa payoh,feb-21,936,01 to 05,1290000
20778744,the watergardens at canberra,canberra drive,apartment,27,sembawang springs,sembawang,aug-21,721,01 to 05,1061000
17223507,water place,tanjong rhu road,condominium,15,tanjong rhu,kallang,apr-21,1216,01 to 05,1568000
66535567,treasure at tampines,tampines lane,condominium,18,tampines east,tampines,mar-19,463,11 to 15,625000
23987362,emerald east,tanjong rhu road,apartment,15,tanjong rhu,kallang,nov-20,2056,11 to 15,2850000
82918085,northwave,woodlands view,executive condominium,25,woodlands east,woodlands,oct-17,980,11 to 15,771100
33020394,mayfair modern,rifle range road,condominium,0,swiss club,bukit timah,dec-20,807,06 to 10,1680000
91797432,the tapestry,tampines street 86,condominium,18,tampines west,tampines,may-19,1130,01 to 05,1416690
10385868,parc esta,sims avenue,apartment,14,geylang east,geylang,nov-18,452,11 to 15,801000
24944001,laguna green,jalan hajijah,condominium,16,bayshore,bedok,apr-21,1216,01 to 05,1528000
75647415,normanton park,normanton park,apartment,5,kent ridge,queenstown,jan-21,732,11 to 15,1311671
79422290,avenue south residence,silat avenue,apartment,3,kampong tiong bahru,bukit merah,feb-20,689,26 to 30,1422000
88254837,the clearwater,bedok reservoir view,condominium,16,bedok reservoir,bedok,feb-21,947,11 to 15,1020000
64082038,mayfair gardens,rifle range road,condominium,21,swiss club,bukit timah,jan-19,-1,01 to 05,2040000
73972758,the florence residences,hougang avenue 2,apartment,19,kovan,hougang,aug-21,990,01 to 05,1654000
82241090,jadescape,shunfu road,condominium,20,upper thomson,bishan,feb-19,1055,21 to 25,1821900
14279692,park place residences at plq,paya lebar road,apartment,14,geylang east,geylang,apr-18,484,11 to 15,1050000
86803148,pasir ris 8,pasir ris drive 8,apartment,18,pasir ris central,pasir ris,jul-21,710,01 to 05,1116000
